,col1,col2,col3,col4
0,-0.6302552828132223,0.6958396468944864,2,4
1,-0.06294349339821047,-0.3316699515398072,0,5
2,-0.031083142292558884,0.9282327812402681,1,5
3,-0.06600473925940628,-0.5602691274619835,2,4
4,-0.11405805553639592,-0.447657267437043,0,5
5,-0.3863985296208247,-0.35153403013141754,2,5
6,0.7530151629050564,1.612051733965045,1,3
7,0.6505377489720917,-1.0784649453149902,1,4
8,-1.4354095649210274,-0.6426910929186984,0,5
9,-0.2018903088888044,-0.05208478685975008,1,5
10,-1.875248460619515,-0.5592734743506744,1,4
11,-0.6525568387512375,0.5588568197522228,1,4
12,-1.2386876878993105,0.24360078059676607,1,5
13,0.7089086956469559,0.11469972993688597,1,5
14,-0.245889881052697,-0.7020521470814204,0,5
15,-0.031083142292558884,-1.421865708968363,1,3
16,0.16881881912344393,-0.8089338414607226,0,3
17,0.8153370737012798,1.8234882256280522,2,3
18,0.46918464318435027,0.7736474265351458,2,3
19,-0.5011384527089409,-1.0059556187956114,2,5
20,0.30660729299365896,0.6958396468944864,0,3
21,1.7007667535695967,1.1907529431787793,2,5
22,-0.3766516283541435,0.46511007706903285,2,4
23,0.24834727308401516,-0.5091782251299625,2,4
24,0.42097726290356036,-1.0579428182885147,1,3
25,-0.5813418565661833,0.08287321423425204,0,5
26,-0.6409862023801652,0.19612246742352457,0,4
27,-0.2403596367170495,-0.6602523153829064,0,4
28,2.6785466203077513,-1.046058595586782,2,5
29,-0.8282012235475712,-1.3384981762773036,2,4
30,-0.7727548461499663,1.4396106055974307,2,3
31,-0.6731697904053646,-0.12710774953759824,2,3
32,0.8295599223361667,-0.5457629149215445,0,4
33,0.38183001965618946,0.32135202541823205,2,3
34,0.7103968973769546,1.3387328504817482,1,3
35,-0.004810244214052981,-0.2899464398205575,2,5
36,2.243388720421488,0.34793540679886026,1,4
37,0.6880077670984285,-0.4340078922367859,0,5
38,1.043527267922678,0.9816767261040704,0,3
39,-2.2488702715097553,0.7976773534714542,2,5
40,0.7419277778697426,-0.3531890968473925,0,4
41,-1.1946168127409151,-0.3098089805844644,1,5
42,-0.14050850644405186,-0.9239093973815152,0,4
43,-1.8471301786773733,-1.8721335997780342,1,3
44,-0.7853295580526851,0.20635462585963416,0,4
45,2.083434474652592,-0.6426910929186984,1,5
46,-0.782269445939606,0.2280106005662287,2,4
47,0.032790580179214476,-0.8089338414607226,2,5
48,-1.6628898517897837,-0.5320620815392613,0,3
49,0.8369971623125804,0.911360216040429,2,4
50,1.717581377239555,1.1055526553844377,0,3
51,0.941772440192708,0.09618804099568364,0,5
52,0.10416104461984184,-1.1755760013067553,0,5
53,-1.3920950891498973,-0.7240620907385357,0,4
54,0.5384007423889221,1.0895374329985363,1,5
55,1.3190603657083284,0.6929996185687761,0,3
56,1.7007667535695967,-0.24696056469052363,0,5
57,2.005841504478465,0.6929996185687761,2,3
58,2.4164689451945343,-0.5880771028335751,0,3
59,-0.914493696909552,-0.17938705799499532,2,4
60,-0.35929198907677584,0.3057587138584563,2,4
61,-1.4328054745376422,-0.21619139228711734,2,3
62,0.6892186628138148,2.3212110617748842,2,5
63,0.8784501998459908,0.19429499226028696,2,3
64,0.9200480223565504,-1.492066582883516,1,4
65,0.6953062264274187,0.9961437457703065,0,3
66,0.7755850742623529,0.8014201844835971,0,4
67,-2.2488702715097553,-0.862048626200457,1,5
68,2.253203125779186,1.5848098548947178,2,4
69,0.8692516884169441,-0.1652272379396779,1,5
70,-1.049914003982927,0.0863644688849229,0,3
71,0.9426544052866865,-1.248950785395256,0,4
72,-1.6628898517897837,-0.9711071883475934,2,5
73,-0.33628937108022605,1.385514340202211,0,3
74,-2.56399896487919,-1.2464666837859721,0,5
75,1.5023356868490207,-0.4092784718984353,0,3
76,-0.489925840969319,0.7866526262695324,0,3
77,-0.37286233626422627,-0.5817294902078195,0,4
78,-0.08826686334418113,1.4513550466620093,1,4
79,1.8575295132475476,-0.5817294902078195,1,4
80,-1.7196162174572658,0.22400625349147602,0,5
81,-0.8498224972856213,0.7185537657570358,0,3
82,0.49213492595002617,-0.06335819536143736,1,5
83,0.4582765017602065,-0.5452041212261631,2,5
84,-1.3241229041633378,1.415839903816068,1,5
85,2.1037449653734765,0.5533508372952676,0,4
86,0.5892558586928521,2.359805161510622,0,5
87,0.17372007464931413,-0.21491835523754596,2,4
88,-1.0103833033265108,-1.421865708968363,0,4
89,-1.6491361520284893,0.37533654079157247,1,4
90,0.42097726290356036,0.924246413995542,0,4
91,0.2543432890822986,0.8757431266472602,0,3
92,-0.7205941249953534,-0.5199183807802528,0,5
93,-1.1148999411725344,-0.3782700915459523,2,3
94,0.519272264252653,0.32603212648136903,2,4
95,0.11210414117042296,-1.064080643529685,0,3
96,-0.5838053196478774,-0.23416184859853564,1,4
97,-1.0060561549702933,-1.0097689710247526,2,5
98,-1.0283556621130636,-0.20752064743594914,1,3
99,-0.5863225422961333,1.612051733965045,0,3
100,0.39829664156662536,-1.8721335997780342,1,4
101,1.0380366294085324,-0.7531048913935752,1,5
102,0.22723826443121828,0.17349111873238487,1,5
103,-0.7532539849278439,1.4605409884220493,2,5
104,-0.28079424796464103,-0.5457629149215445,1,3
105,-0.9396613503964063,-1.191841001411848,0,3
106,0.2975064265883287,-0.3045451951940428,0,5
107,-0.4109189607860024,-0.5958947853147913,1,5
108,0.07299111686990561,0.7376966585566174,0,5
109,0.335534857717744,-0.5435585093927606,0,3
110,-1.3577489138491943,2.23120169478783,0,3
111,-0.867119578700347,0.16199470758283224,2,5
112,0.5221298988324601,-1.9668435714336083,1,5
113,-0.6696918389367666,1.0200631094106374,0,4
114,-1.0320545363857032,-1.9599892816256395,2,3
115,0.772101388839458,-1.2860514245101569,2,4
116,-1.4258412279955934,0.8944418525616611,0,3
117,0.27338994968757513,-0.8601007485923269,1,4
118,0.9655219570203397,0.5069460436918625,0,3
119,-1.9761800959190088,0.03579245319631904,1,4
120,-0.5532829142806538,0.1095250408662378,2,5
121,-1.3846164733764459,-2.0770478089957654,0,4
122,2.1037449653734765,-0.7134343742208497,2,4
123,1.1759271152390798,0.19429499226028696,2,3
