,col1,col2,col3,col4
0,2.0466645323993093,0.8777081128074659,1,3
1,1.2134405895893305,-0.07190505250238272,0,4
2,0.4111274859602256,-1.5936240497555836,2,5
3,0.11337942409881047,1.4903104072566278,2,3
4,0.11904868169538842,-0.2924244012008806,2,3
5,-0.10860077732189412,1.385514340202211,0,4
6,-0.11405805553639592,0.2907284120154671,1,3
7,-1.1182264054401923,-0.9600456270354641,1,5
8,0.7722920181428414,-0.8845550180132896,1,5
9,0.47805291607998784,-0.25113932303463754,0,4
10,1.966298743384455,-1.0072792280174145,0,3
11,-0.42967002258151565,1.975625076502054,2,3
12,-0.6149581513332214,-0.2664329624730973,1,4
13,-0.07820896843082632,-0.8971143460043464,2,4
14,2.2672421824386864,-0.4920858269006937,1,5
15,1.172541910913997,2.23120169478783,0,4
16,0.6264942857844588,0.10744313935605633,1,5
17,1.2612390468300663,0.8218209441608889,2,5
18,-0.914493696909552,-0.6127879679250692,1,3
19,-0.036871916965560914,0.8969992664292085,0,3
20,-1.1199625877306356,1.587976026036959,1,4
21,0.6737730605890269,-0.8612090444034717,0,4
22,-0.7205941249953534,-0.37739792155830354,1,3
23,0.9043125908657973,0.26141374987085003,0,3
24,-1.3248352277132318,-0.12707597331073092,2,3
25,-1.5251766455577636,1.4233891373922154,2,3
26,-0.6149581513332214,0.9816767261040704,2,4
27,-1.3577489138491943,0.270526546361767,2,5
28,0.8006212847808466,0.5879805246985651,1,3
29,1.6039898816058362,0.5435507420785036,0,4
30,-0.12506859297560877,-1.5994213709281513,2,3
31,0.3245193678577337,1.4835865798661922,0,5
32,-1.364172161696961,-1.4816283361985525,0,4
33,0.7629730163136844,0.2907284120154671,2,3
34,2.009943838217365,0.7835094406223158,0,3
35,-1.1369621970599715,0.007195977466553434,2,4
36,2.2672421824386864,-0.33548806259614994,1,3
37,-2.0877017871678696,-0.7338005637499413,2,3
38,-0.63183194440023,0.6787384169626528,1,5
39,0.9200480223565504,1.1375904611587297,0,5
40,0.4423138379062721,-0.07945311110739416,0,3
41,1.3076780978987912,0.026369666777556554,2,4
42,1.2413612717025966,0.8603805989604879,0,3
43,-0.6113229974611911,0.7477136246537667,0,5
44,-1.5008136268986518,-0.9989229396866294,0,3
45,-1.0149861647379113,-0.3549461852778128,0,3
46,0.42603024085338836,0.860350384184099,1,4
47,0.8369971623125804,-0.3719757126282587,2,4
48,0.8692516884169441,-1.0269449284699017,2,5
49,0.08800676232254762,1.1375904611587297,2,4
50,-0.5838053196478774,1.3483474905410724,1,3
51,-1.8902504723867388,-0.5864650279475067,0,3
52,1.4319808934024194,1.587976026036959,2,3
53,1.0652578987996029,3.1719992690139454,0,3
54,0.8077415669193092,-0.8636710474711256,1,4
55,-0.8063147804856309,-1.344730791748352,1,5
56,-2.1981776109708187,-0.07933953429370941,0,4
57,0.5142333152255165,0.2450457379179677,0,3
58,-0.8881626667565887,0.8434932159472089,0,5
59,0.47805291607998784,0.860350384184099,1,3
60,0.6752749288546868,0.04903763946209534,2,4
61,1.7383579047430235,1.2811161382596707,1,5
62,-0.5027852174546196,1.612051733965045,1,5
63,1.2320252741091084,-0.11401259215481271,2,4
64,-0.4286850984032573,-0.10271772178061077,2,3
65,-1.6491361520284893,-0.21009980454946284,0,4
66,-0.9131212653946036,-0.024730621308481675,2,4
67,0.07572556204512884,-0.28810634847487593,2,3
68,1.993171563418069,1.5355619726148204,2,3
69,0.18384442843705226,2.332307736875743,0,5
70,-0.9049999321940538,-0.5994790965565088,2,5
71,-0.09804612663900975,0.7121018318526502,2,4
72,-0.4270885795965486,0.7166171967069114,2,5
73,0.07883690173182398,-1.4232243872183958,0,3
74,-0.37286233626422627,-1.0833256155217055,1,4
75,-0.6326830326434852,0.36159683118446606,2,3
76,1.0568973208451113,-0.5980098815251128,1,5
77,-0.7617163665961617,-0.8308893936974948,0,5
78,-0.793573443522782,-1.2705103987173227,2,5
79,-1.1301615391152031,-1.4932147134057856,1,5
80,-0.2889586592315599,-0.29123652057132915,0,3
81,-0.7423269178396429,-0.7455791537820489,0,5
82,0.6782882710372035,-0.1498705833730191,1,3
83,-0.6410601458277512,0.18517056059922282,0,5
84,-0.6525568387512375,0.6363635304644731,0,3
85,0.07572556204512884,1.348654282307485,0,3
86,-0.25003271280841155,0.8668440178070431,0,3
87,-0.5317720871632216,-0.5980098815251128,0,5
88,1.8798244409016747,-0.28810634847487593,0,5
89,-0.5821533448457825,0.28121791157269926,1,4
90,-0.40316870107585373,-0.16212874871265381,1,3
91,-0.03415402485253515,-1.3844721549371564,1,3
92,0.011661043040625468,1.2862318680309508,0,4
93,0.17501661911400734,1.4321307497958298,0,3
94,0.43283586560422815,-0.194128461428753,2,5
95,-1.5203728578775493,0.5376694854694046,0,3
96,-1.2400419824419762,0.2181617504082512,1,3
97,0.6880077670984285,-0.43062229011702896,2,5
98,-1.9761800959190088,0.4516169674703998,1,3
99,0.8784501998459908,1.0142901974284637,0,4
100,-0.4869709868129462,0.5447022527050265,2,4
101,0.45075390670760646,2.198431156304391,0,3
102,0.5664043159908281,-0.5091782251299625,0,3
103,0.47805291607998784,-0.9423340916959201,2,5
104,-0.6384706483992668,0.7376966585566174,2,3
105,-0.0017556158416425062,0.8928045424119996,0,5
106,1.0831699131309365,-0.10043906972807103,1,5
107,-0.6079955441515577,-0.8973923559066708,2,3
108,0.07572556204512884,-0.027457714388455966,0,3
109,-0.8680667107587346,-0.020391684074537567,0,5
110,-0.19292338709902465,0.17060485336120168,1,3
111,0.5181053481859784,1.7847107123607393,0,3
112,1.7184088976986742,2.3355046771979344,1,4
113,-0.18647539048427172,0.11450069518246273,1,4
114,0.8686773086685479,-0.8497597703488218,0,5
115,-0.6213705492902998,-0.2905346399739904,2,3
116,0.7386801005274515,0.06452718850025552,2,5
117,2.892380475169929,-0.862048626200457,2,5
118,-0.9396613503964063,2.359805161510622,0,3
119,-0.0056487585529665435,1.8234882256280522,0,4
120,-0.04246296520712996,1.5848098548947178,0,5
121,-0.4844011399950176,2.23120169478783,0,3
122,0.17372007464931413,0.06285139027551884,0,5
123,-0.1133399301468468,1.6999932998899054,0,4
124,-0.13070699258339366,-0.2400886297887514,0,5
125,-1.1963098005832302,-0.9792657058599343,1,5
126,-0.59061066797107,-0.21743053340358257,1,3
127,-0.10121001536393873,-0.8904379784048639,1,5
128,0.5580794345559663,-1.9990204812215473,0,4
129,-1.2568627231899825,-0.8845550180132896,0,3
130,0.6663098441245869,1.3713855079688295,0,3
131,-1.4354095649210274,0.7793649704852075,0,3
132,0.011661043040625468,0.13678100744066332,0,4
133,-0.3996046205052658,-1.23581345704701,2,3
134,0.6329583771996157,-0.1716562515916325,0,3
135,0.5142333152255165,-1.3292743712622141,0,5
136,-0.2461190786468398,1.3270744891220767,1,5
137,0.8153370737012798,0.41568519654078545,0,5
138,0.18164332292024757,0.7406633498183388,0,3
139,-0.7205941249953534,0.4516169674703998,1,3
140,-0.9684357257803569,-0.7465167279753876,0,3
141,-0.3766516283541435,-1.0295308393623572,1,5
142,1.7783922710400142,0.9479917942509017,2,4
143,-0.720252355151682,-0.49056331588396407,2,5
144,-0.19665472985070198,-0.2110786888879269,2,5
145,1.1018666971126787,0.1660794134685986,1,4
146,0.8692516884169441,1.4835865798661922,2,4
147,0.6179604238820495,-0.17824671366608225,2,5
148,0.42097726290356036,-1.4232243872183958,0,4
149,-0.048947721145610384,-1.1285395624216605,1,3
150,-0.25003271280841155,0.831757133193147,0,5
151,1.0157785566777517,-1.6199473375000344,0,4
152,-1.3388833661134387,0.6162832624013476,0,4
153,-0.5419789000918696,0.44080655073482894,1,4
154,0.2975064265883287,1.6938532948880494,0,3
155,-2.4574132250288705,-0.5661629383687427,0,4
156,-0.6145845873117867,2.1216653037254973,2,5
157,0.8752963021070508,0.9553521321002582,2,5
158,-0.06033159410889351,-0.6225770836585743,0,5
159,0.968955774848692,-0.8636710474711256,1,5
160,-1.478566009067091,0.9553521321002582,1,5
